article_id,firm,tickers,shock_type,shock_magnitude,shock_direction
1642,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,supply,major,negative
1643,ACS,ACS.MC,financial,minor,positive
1644,Siemens Gamesa,SGRE.MC,technology,minor,positive
1644,Iberdrola,IBE.MC,technology,minor,positive
1644,Naturgy,NTGY.MC,technology,minor,positive
1645,Repsol,REP.MC,supply,minor,negative
1646,Meliá Hotels International SA,MEL.MC,demand,minor,positive
1647,Siemens Gamesa,SGRE.MC,supply,minor,positive
1648,Acciona SA,ANA.MC,financial,major,positive
1649,Banco Santander SA,SAN.MC,financial,minor,positive
1649,Bankinter SA,BKT.MC,financial,minor,positive
1650,Telefónica,TEF.MC,policy,minor,positive
1651,Red Eléctrica Corp,REE.MC,technology,minor,positive
1652,Enagás,ENG.MC,demand,minor,negative
1653,Industria de Diseño Textil SA,ITX.MC,financial,minor,positive
1653,Banco Santander SA,SAN.MC,financial,minor,positive
1654,Repsol,REP.MC,supply,minor,positive
1655,Air Nostrum,ANE.MC,demand,major,negative
1656,Red Eléctrica Corp. S.A.,REE.MC,technology,minor,positive
1657,Atlantia SpA,ATL.MC,policy,major,negative
1657,Actividades de Construcción y Servicios SA,ACS.MC,financial,minor,positive
1658,Actividades de Construcción y Servicios S.A. (ACS.MC),ACS.MC,policy,minor,positive
1659,Endesa SA,ELE.MC,financial,minor,positive
1659,CaixaBank SA,CABK.MC,financial,minor,positive
1660,ACS,ACS.MC,financial,minor,positive
1661,Repsol,REP.MC,financial,minor,negative
1662,Banco Sabadell,SABE.MC,financial,minor,positive
1662,Repsol,REP.MC,financial,minor,positive
1663,Naturgy,NTGY.MC,financial,minor,negative
1664,Naturgy Energy Group SA,NTGY.MC,technology,minor,positive
1665,Bankinter S.A.,BKT.MC,financial,minor,positive
1666,Enagás,ENG.MC,supply,minor,negative
1667,Grifols,GRF.MC,financial,minor,positive
1668,Enagás,ENG.MC,financial,minor,negative
1669,Enagás SA (ENG.MC),ENG.MC,financial,minor,negative
1670,Banco Bilbao Vizcaya Argentaria S.A,BBVA.MC,financial,minor,positive
1670,Opdenergy,OPD.MC,financial,major,positive
1671,Enagás,ENG.MC,financial,minor,positive
1672,Unicaja Banco SA,UNI.MC,financial,major,negative
1672,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,negative
1672,Banco Sabadell SA,SAB.MC,financial,major,negative
1672,Banco Santander SA,SAN.MC,financial,major,negative
1672,CaixaBank SA,CABK.MC,financial,major,negative
1672,Liberbank SA,LBK.MC,financial,major,negative
1673,Repsol,REP.MC,financial,minor,negative
1674,CaixaBank SA,CABK.MC,supply,major,negative
1675,CaixaBank SA,CABK.MC,financial,major,negative
1675,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,negative
1676,BBVA,BBVA.MC,financial,minor,positive
1677,Telefónica,TEF.MC,financial,minor,positive
1678,Cellnex,CLNX.MC,financial,minor,positive
1680,CIE Automotive,CIE.MC,demand,minor,positive
1681,Bankinter,BKT.MC,financial,minor,positive
1681,Línea Directa,LDIR.MC,financial,minor,positive
1682,Repsol,REP.MC,financial,minor,positive
1682,Acciona,ANA.MC,financial,minor,positive
1683,Iberdrola,IBE.MC,financial,minor,positive
1684,Cellnex Telecom S.A.,CLNX.MC,financial,major,positive
1685,Red Eléctrica Corp. S.A.,REE.MC,financial,minor,positive
1686,Bankinter,BKT.MC,financial,minor,positive
1687,Cellnex,CLNX.MC,financial,minor,positive
1688,Bankinter SA,BKT.MC,financial,minor,positive
1689,Red Eléctrica Corp SA (REE.MC),REE.MC,financial,minor,positive
1690,Merlin Properties SOCIMI SA,MRL.MC,policy,minor,positive
1690,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,policy,minor,negative
1690,Grupo SanJosé SA,GSJ.MC,policy,minor,positive
1691,Bankinter SA,BKT.MC,demand,minor,positive
1692,BBVA,BBVA.MC,financial,major,negative
1693,ACS,ACS.MC,policy,major,positive
1694,CaixaBank S.A.,CABK.MC,financial,major,negative
1694,Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,financial,major,negative
1695,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,negative
1695,CaixaBank SA,CABK.MC,financial,major,negative
1696,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,negative
1696,CaixaBank SA,CABK.MC,financial,major,negative
1697,Santander,SAN.MC,financial,major,positive
1698,Pharma Mar SA,PHM.MC,financial,minor,positive
1699,Opdenergy,OPD.MC,financial,major,positive
1700,Santander,SAN.MC,financial,major,positive
1701,Naturgy,NTGY.MC,financial,minor,positive
1702,Iberdrola,IBE.MC,policy,minor,positive
1702,Acciona,ANA.MC,policy,minor,positive
1703,Ferrovial,FER.MC,demand,minor,positive
1704,Telefónica,TEF.MC,policy,minor,positive
1705,Telefónica S.A. (TEF.MC),TEF.MC,financial,minor,positive
1706,Iberdrola,IBE.MC,financial,minor,positive
1707,Santander,SAN.MC,financial,minor,positive
1708,Solaria Energía y Medio Ambiente SA,SRL.MC,supply,minor,positive
1709,Banco Santander,SAN.MC,demand,minor,positive
1710,IAG,IAG.MC,demand,minor,negative
1711,Inditex,ITX.MC,supply,minor,positive
1712,Iberdrola,IBE.MC,supply,major,positive
1713,CaixaBank,CABK.MC,financial,major,negative
1713,BBVA,BBVA.MC,financial,major,negative
1714,Grifols,GRF.MC,supply,minor,negative
1715,Solaria Energía y Medio Ambiente S.A.,SLR.MC,supply,minor,positive
1716,Red Eléctrica Corp SA,REE.MC,policy,major,positive
1717,Naturgy Energy Group S.A.,NTGY.MC,supply,minor,positive
1718,Aena,AENA.MC,demand,minor,positive
1719,CaixaBank SA,CABK.MC,supply,major,negative
1720,BBVA,BBVA.MC,policy,minor,positive
1721,Ferrovial SA,FER.MC,financial,major,negative
1722,Inmobiliaria Colonial Socimi S.A.,COL.MC,demand,minor,positive
1722,Aedas Homes SAU,AEDAS.MC,demand,minor,positive
1723,Merlin Properties Socimi S.A.,MRL.MC,financial,major,positive
1724,Santander,SAN.MC,financial,major,positive
1725,Red Eléctrica Corp SA,REE.MC,financial,minor,positive
1726,Red Eléctrica Corp SA,REE.MC,financial,minor,positive
1727,Banco Santander,SAN.MC,financial,minor,positive
1728,Naturgy,NTGY.MC,demand,minor,positive
1729,Naturgy,NTGY.MC,demand,minor,negative
1730,Red Eléctrica,REE.MC,financial,minor,negative
1731,Telefónica SA,TEF.MC,financial,minor,positive
1731,Iberdrola SA,IBE.MC,financial,minor,positive
1731,CaixaBank SA,CABK.MC,financial,minor,positive
1732,Naturgy,NTGY.MC,financial,minor,positive
1733,Red Eléctrica,REE.MC,financial,minor,positive
1734,Santander,SAN.MC,financial,minor,positive
1735,Naturgy Energy Group SA,NTGY.MC,financial,major,positive
1736,Banco Santander SA,SAN.MC,financial,major,positive
1737,Repsol,REP.MC,demand,major,positive
1738,Aena SME SA,AENA.MC,supply,major,negative
1739,Repsol,REP.MC,supply,minor,positive
1740,Aena SME SA,AENA.MC,demand,major,negative
1741,Aena,AENA.MC,demand,minor,negative
1742,Bankinter,BKT.MC,financial,minor,positive
1743,Banco Santander,SAN.MC,financial,minor,positive
1744,Línea Directa Aseguradora,LDA.MC,financial,major,positive
1744,Bankinter SA,BKT.MC,financial,major,positive
1745,Santander,SAN.MC,financial,minor,positive
1746,BBVA,BBVA.MC,supply,minor,negative
1747,Sacyr S.A.,SCYR.MC,demand,minor,positive
1748,Repsol SA (REP.MC),REP.MC,supply,major,positive
1749,PharmaMar,PHM.MC,financial,minor,positive
1750,Aena,AENA.MC,supply,major,negative
1751,Banco Sabadell SA,SAB.MC,financial,minor,positive
1752,Banco Sabadell,SAB.MC,financial,minor,negative
1753,BBVA,BBVA.MC,financial,minor,positive
1754,Banco Sabadell SA,SAB.MC,financial,minor,negative
1755,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
1756,BBVA,BBVA.MC,financial,minor,positive
1757,Banco Sabadell,SAB.MC,financial,minor,positive
1758,Banco Sabadell,SAB.MC,financial,minor,positive
1759,BBVA,BBVA.MC,financial,minor,positive
1760,Cellnex,CLNX.MC,demand,minor,positive
1761,CaixaBank SA (CABK.MC),CABK.MC,financial,minor,positive
1761,Acciona SA (ANA.MC),ANA.MC,financial,minor,positive
1761,Banco Sabadell SA (SAB.MC),SAB.MC,financial,minor,positive
1761,Banco Bilbao Vizcaya Argentaria SA (BBVA.MC),BBVA.MC,financial,minor,positive
1761,Banco Santander SA (SAN.MC),SAN.MC,financial,minor,positive
1762,AENA.MC,AENA.MC,demand,minor,negative
1763,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
1764,Banco Santander SA,SAN.MC,financial,minor,positive
1764,Acciona SA,ANA.MC,financial,minor,positive
1764,Banco Sabadell SA,SAB.MC,financial,minor,positive
1765,Bankinter,BKT.MC,financial,minor,negative
1766,Acciona,ANA.MC,financial,minor,positive
1767,Santander,SAN.MC,financial,minor,positive
1768,BBVA,BBVA.MC,financial,minor,positive
1768,Santander,SAN.MC,financial,minor,positive
1769,Bankinter,BKT.MC,financial,minor,positive
1770,Repsol,REP.MC,policy,minor,negative
1771,Repsol,REP.MC,demand,minor,positive
1772,Endesa,ELE.MC,financial,major,positive
1773,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
1774,Banco Sabadell SA,SAB.MC,financial,minor,negative
1775,Repsol,REP.MC,demand,minor,negative
1776,Siemens Gamesa,SGRE.MC,financial,minor,negative
1777,Siemens Gamesa Renewable Energy (SGRE.MC),SGRE.MC,financial,minor,negative
1778,Siemens Gamesa,SGRE.MC,demand,minor,positive
1779,Siemens Gamesa,SGRE.MC,financial,minor,negative
1780,CAF,CAF.MC,financial,minor,positive
1780,Gestamp Automoción,GEST.MC,financial,minor,positive
1780,Indra Sistemas,IDR.MC,financial,minor,positive
1781,BBVA,BBVA.MC,financial,minor,positive
1782,Siemens Gamesa,SGRE.MC,financial,minor,negative
1783,Meliá,MEL.MC,demand,minor,positive
1784,BBVA,BBVA.MC,financial,minor,positive
1785,BBVA,BBVA.MC,financial,minor,positive
1786,CaixaBank,CABK.MC,financial,minor,positive
1787,Repsol,REP.MC,policy,minor,positive
1788,Aena,AENA.MC,demand,minor,positive
1789,Siemens Gamesa,SGRE.MC,supply,minor,negative
1790,Siemens Gamesa Renewable Energy SA,SGRE.MC,demand,major,positive
1791,Red Eléctrica Corp SA,REE.MC,demand,minor,positive
1793,Acciona SA,ANA.MC,demand,minor,positive
1794,Endesa,ELE.MC,financial,minor,negative
1795,Endesa,ELE.MC,financial,minor,negative
1796,Actividades de Construcción y Servicios S.A.,ACS.MC,financial,minor,positive
1796,Abertis,ABE.MC,financial,minor,positive
1797,CaixaBank,CABK.MC,financial,major,positive
1798,Endesa,ELE.MC,financial,minor,positive
1799,Endesa,ELE.MC,demand,minor,negative
1800,Siemens Gamesa,SGRE.MC,supply,minor,positive
1801,Endesa,ELE.MC,financial,minor,positive
1802,CaixaBank SA,CABK.MC,financial,minor,positive
1803,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,negative
1804,Sacyr SA,SCYR.MC,financial,minor,negative
1805,CaixaBank SA (CABK.MC),CABK.MC,financial,minor,positive
1806,Ferrovial,FER.MC,demand,minor,negative
1807,Acciona,ANA.MC,demand,major,positive
1808,Acciona SA,ANA.MC,financial,major,positive
1809,Ferrovial SA,FER.MC,demand,major,negative
1810,Acciona,ANA.MC,financial,minor,positive
1811,Banco Santander,SAN.MC,financial,minor,positive
1812,Cellnex (CLNX.MC),CLNX.MC,financial,minor,negative
1813,Ferrovial,FER.MC,financial,minor,positive
1814,International Consolidated Airlines Group SA,IAG.MC,demand,minor,negative
1815,Acciona,ANA.MC,demand,minor,positive
1816,Banco Sabadell,SAB.MC,financial,minor,negative
1817,Cellnex,CLNX.MC,financial,minor,positive
1818,Endesa,ELE.MC,demand,minor,negative
1819,CaixaBank,CABK.MC,financial,minor,positive
1820,Acciona,ANA.MC,financial,minor,positive
1821,ACS (ACS.MC),ACS.MC,demand,minor,positive
1822,IAG,IAG.MC,supply,major,negative
1823,Acciona SA,ANA.MC,financial,major,positive
1824,Colonial,COL.MC,demand,minor,negative
1824,Merlin Properties,MRL.MC,demand,minor,negative
1825,Cellnex,CLNX.MC,financial,major,positive
1826,ACS,ACS.MC,demand,minor,positive
1827,ACS,ACS.MC,financial,major,positive
1828,Ferrovial,FER.MC,demand,minor,positive
1829,IAG,IAG.MC,financial,minor,positive
1830,Acciona SA,ANA.MC,financial,major,positive
1831,Solaria Energía y Medio Ambiente S.A. (SLR.MC),SLR.MC,demand,major,positive
1832,Acciona SA,ANA.MC,financial,minor,positive
1834,Repsol SA,REP.MC,demand,minor,negative
1835,Naturgy Energy Group SA,NTGY.MC,financial,minor,positive
1836,Fluidra SA,FDR.MC,financial,minor,negative
1837,International Consolidated Airlines Group S.A.,IAG.MC,financial,minor,positive
1838,Cellnex,CLNX.MC,financial,minor,positive
1839,Actividades de Construcción y Servicios S.A.,ACS.MC,financial,minor,positive
1840,CaixaBank,CABK.MC,financial,minor,positive
1841,Telefónica SA,TEF.MC,technology,minor,positive
1842,Repsol,REP.MC,supply,minor,negative
1843,Siemens Gamesa Renewable Energy SA,SGRE.MC,financial,minor,negative
1845,CaixaBank S.A.,CABK.MC,policy,minor,positive
1846,Iberdrola,IBE.MC,policy,major,positive
1847,Iberdrola,IBE.MC,financial,minor,negative
1848,Iberdrola,IBE.MC,financial,minor,negative
1849,Aena,AENA.MC,demand,major,negative
1850,Acciona SA,ANA.MC,supply,minor,positive
1851,Endesa S.A.,ELE.MC,financial,minor,positive
1851,Acciona S.A.,ANA.MC,financial,minor,positive
1852,Repsol,REP.MC,financial,minor,positive
1853,Telefónica SA,TEF.MC,financial,major,positive
1854,Repsol SA,REP.MC,policy,minor,positive
1855,BBVA.MC,BBVA.MC,financial,minor,positive
1856,Telefónica,TEF.MC,financial,minor,positive
1857,Iberdrola,IBE.MC,demand,minor,positive
1858,Telefónica SA,TEF.MC,financial,minor,positive
1859,Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,financial,minor,positive
1860,Iberdrola,IBE.MC,financial,minor,positive
1861,Meliá Hotels International SA,MEL.MC,demand,minor,positive
1862,IAG,IAG.MC,demand,minor,positive
1863,Solaria,SLR.MC,demand,minor,positive
1864,ACS,ACS.MC,financial,minor,positive
1865,ACS,ACS.MC,financial,minor,positive
1866,Merlin Properties Socimi SA,MRL.MC,financial,minor,positive
1867,ACS,ACS.MC,demand,minor,positive
1868,ACS,ACS.MC,supply,minor,negative
1869,Caixabank SA,CABK.MC,financial,major,negative
1869,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,negative
1870,Acciona S.A.,ANA.MC,supply,minor,positive
1871,Acciona S.A.,ANA.MC,supply,major,positive
1871,Repsol S.A.,REP.MC,supply,major,positive
1872,Bankinter SA,BKT.MC,financial,minor,positive
1873,Merlin Properties Socimi SA,MRL.MC,financial,minor,positive
1874,CaixaBank SA,CABK.MC,financial,minor,negative
1875,CaixaBank SA,CABK.MC,financial,major,negative
1875,Industria de Diseño Textil SA,ITX.MC,demand,major,negative
1875,NH Hotel Group SA,NHH.MC,demand,major,negative
1875,Banco Santander SA,SAN.MC,financial,major,negative
1875,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,negative
1875,Liberbank SA,LBK.MC,financial,major,negative
1875,Banco Sabadell SA,SAB.MC,financial,major,negative
1875,Indra Sistemas SA,IDR.MC,supply,major,negative
1875,Actividades de Construcción y Servicios SA,ACS.MC,supply,major,negative
1875,Siemens Gamesa Renewable Energy SA,SGRE.MC,supply,major,negative
1875,Naturgy Energy Group SA,NTGY.MC,supply,major,negative
1876,Ferrovial,FER.MC,demand,minor,positive
1877,Merlin Properties,MRL.MC,demand,minor,negative
1878,CaixaBank,CABK.MC,financial,minor,positive
1879,Telefónica,TEF.MC,demand,minor,positive
1880,Siemens Gamesa Renewable Energy SA,SGRE.MC,financial,minor,negative
1881,Siemens Gamesa,SGRE.MC,financial,minor,negative
1882,Telefónica SA,TEF.MC,financial,minor,positive
1883,Amadeus IT Group SA,AMS.MC,demand,minor,positive
1884,Colonial,COL.MC,supply,minor,negative
1885,Banco Sabadell S.A.,SAB.MC,financial,minor,negative
1886,Cellnex Telecom SA,CLNX.MC,financial,minor,positive
1887,Solaria Energía y Medio Ambiente S.A.,SLR.MC,policy,major,positive
1888,Inmobiliaria Colonial SA,COL.MC,financial,minor,negative
1889,Acciona S.A.,ANA.MC,demand,minor,positive
1889,FCC,FCC.MC,demand,minor,positive
1890,Cellnex Telecom SA,CLNX.MC,financial,minor,positive
1891,Colonial,COL.MC,demand,minor,positive
1892,Colonial,COL.MC,demand,minor,negative
1893,Sabadell,SAB.MC,financial,minor,positive
1894,Colonial,COL.MC,financial,minor,positive
1895,Endesa,ELE.MC,financial,minor,positive
1896,Ercros,ERC.MC,supply,minor,negative
1896,Naturgy,NTGY.MC,supply,minor,positive
1897,Iberdrola,IBE.MC,financial,minor,positive
1898,Naturgy (NTGY.MC),NTGY.MC,financial,minor,positive
1899,Banco Bilbao Vizcaya Argentaria SA (BBVA.MC),BBVA.MC,financial,minor,positive
1900,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,financial,minor,negative
1901,Siemens Gamesa Renewable Energy SA,SGRE.MC,financial,minor,positive
1902,BBVA.MC,BBVA.MC,financial,major,negative
1903,CaixaBank S.A.,CABK.MC,financial,major,positive
1904,Repsol,REP.MC,policy,major,positive
1905,Naturgy,NTGY.MC,financial,minor,negative
1906,Siemens Gamesa,SGRE.MC,financial,minor,positive
1908,Banco Santander S.A.,SAN.MC,financial,minor,positive
1908,Banco de Sabadell S.A.,SAB.MC,financial,minor,positive
1909,Acciona S.A.,ANA.MC,supply,minor,positive
1911,Repsol,REP.MC,policy,minor,positive
1912,CaixaBank,CABK.MC,policy,major,negative
1913,Telefónica SA,TEF.MC,policy,major,positive
1914,Telefónica,TEF.MC,financial,minor,positive
1915,Iberdrola,IBE.MC,technology,minor,positive
1916,BBVA,BBVA.MC,financial,major,negative
1917,Grupo Empresarial San José,GSJ.MC,financial,minor,negative
1917,Banco Bilbao Vizcaya Argentaria,BBVA.MC,financial,minor,positive
1917,Merlin Properties,MRL.MC,financial,minor,negative
1918,Banco Santander SA,SAN.MC,financial,minor,positive
1919,Endesa S.A.,ELE.MC,demand,minor,positive
1919,Soltec Power Holdings S.A.,SOL.MC,demand,minor,positive
1920,Repsol S.A.,REP.MC,financial,minor,negative
1921,Red Eléctrica Corp SA,REE.MC,technology,minor,negative
1921,Cellnex Telecom SA,CLNX.MC,technology,minor,positive
1922,Cellnex Telecom SA,CLNX.MC,financial,major,positive
1923,Grifols SA,GRF.MC,financial,major,positive
1924,Indra Sistemas S.A.,IDR.MC,financial,minor,positive
1925,Indra Sistemas SA,IDR.MC,policy,major,negative
1926,ACS.MC,ACS.MC,demand,major,positive
1927,Indra Sistemas SA,IDR.MC,policy,major,positive
1928,Indra,IDR.MC,policy,minor,negative
1929,Banco Sabadell,SAB.MC,financial,minor,positive
1930,Banco Sabadell,SAB.MC,financial,minor,negative
1931,Colonial,COL.MC,financial,minor,negative
1932,Indra,IDR.MC,financial,minor,negative
1933,Telefónica S.A.,TEF.MC,supply,minor,positive
1934,Iberdrola,IBE.MC,supply,major,positive
1935,Merlin Properties Socimi S.A.,MRL.MC,financial,minor,positive
1936,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
1936,Bolsas y Mercados Españoles,BME.MC,financial,minor,positive
1937,BBVA,BBVA.MC,financial,major,positive
1938,BBVA,BBVA.MC,policy,minor,positive
1939,Telefónica,TEF.MC,financial,minor,positive
1940,Merlin Properties SOCIMI SA,MRL.MC,financial,minor,positive
1941,Cellnex Telecom S.A.,CLNX.MC,financial,minor,positive
1942,Cellnex Telecom SA,CLNX.MC,financial,minor,positive
1943,Siemens Gamesa Renewable Energy SA,SGRE.MC,demand,major,positive
1944,Telefónica,TEF.MC,financial,minor,positive
1945,CaixaBank S.A.,CABK.MC,financial,minor,positive
1946,Banco Santander S.A.,SAN.MC,financial,minor,positive
1946,Acciona S.A.,ANA.MC,financial,minor,positive
1946,CaixaBank S.A.,CABK.MC,financial,minor,positive
1946,Banco de Sabadell S.A.,SAB.MC,financial,minor,positive
1947,Banco Sabadell,SAB.MC,financial,minor,positive
1948,Merlin Properties Socimi SA (MRL.MC),MRL.MC,demand,minor,positive
1949,Meliá Hotels International S.A.,MEL.MC,demand,minor,positive
1949,Exceltur,EXCELTUR.MC,demand,major,negative
1949,CEHAT,CEHAT.MC,demand,minor,positive
1949,Rumbo.es,RUMBO.MC,demand,minor,positive
1949,Hotel Maristel,MARISTEL.MC,demand,minor,positive
1949,NH Hotel Group SA,NHH.MC,demand,minor,positive
1950,Indra Sistemas SA,IDR.MC,policy,minor,positive
1951,Enagás SA,ENG.MC,policy,minor,positive
1951,Repsol SA,REP.MC,policy,minor,positive
1952,Banco Sabadell,SAB.MC,financial,major,positive
1953,Sabadell SA,SAB.MC,financial,major,positive
1954,Banco Sabadell SA (SAB.MC),SAB.MC,financial,major,positive
1955,Endesa S.A.,ELE.MC,technology,major,positive
1956,Sabadell,SAB.MC,financial,minor,negative
1957,Indra,IDR.MC,demand,minor,positive
1958,Naturgy,NTGY.MC,financial,minor,positive
1959,Sabadell,SAB.MC,financial,minor,negative
1960,Banco Sabadell (SAB.MC),SAB.MC,financial,minor,negative
1961,Inditex,ITX.MC,demand,minor,positive
1962,ACS,ACS.MC,demand,minor,positive
1963,Telefónica SA,TEF.MC,technology,minor,positive
1964,Meliá Hotels,MEL.MC,demand,minor,negative
1965,Naturgy Energy Group SA,NTGY.MC,policy,minor,negative
1965,Endesa SA,ELE.MC,policy,minor,negative
1965,Iberdrola SA,IBE.MC,policy,minor,negative
1966,Naturgy,NTGY.MC,policy,minor,negative
1966,Endesa,ELE.MC,policy,minor,negative
1966,Iberdrola,IBE.MC,policy,minor,negative
1966,Acciona,ANA.MC,policy,minor,negative
1967,Abertis,ACS.MC,financial,minor,positive
1968,Ferrovial S.A.,FER.MC,policy,minor,positive
1969,BBVA,BBVA.MC,financial,minor,positive
1970,Telefónica S.A.,TEF.MC,financial,major,positive
1971,AENA.MC,AENA.MC,demand,minor,positive
1972,CaixaBank SA,CABK.MC,financial,minor,negative
1973,Banco Sabadell,SAB.MC,financial,minor,negative
1974,Naturgy Energy Group S.A.,NTGY.MC,policy,minor,negative
1974,Endesa S.A.,ELE.MC,policy,minor,negative
1975,CaixaBank SA,CABK.MC,financial,minor,positive
1976,Repsol,REP.MC,financial,minor,positive
1977,Endesa,ELE.MC,financial,minor,negative
1977,Iberdrola,IBE.MC,financial,minor,negative
1978,Acciona,ANA.MC,supply,minor,positive
1979,Iberdrola,IBE.MC,financial,minor,negative
1979,Naturgy,NTGY.MC,financial,minor,negative
1979,Endesa,ELE.MC,financial,minor,negative
1980,Endesa,ELE.MC,policy,minor,negative
1980,Iberdrola,IBE.MC,policy,minor,negative
1981,Red Eléctrica Corp SA,REE.MC,demand,minor,positive
1982,Aena SME SA,AENA.MC,supply,minor,positive
1983,IAG,IAG.MC,demand,minor,positive
1984,Iberdrola,IBE.MC,supply,minor,positive
1985,Banco Bilbao Vizcaya Argentaria SA (BBVA.MC),BBVA.MC,financial,major,negative
1986,Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,supply,major,negative
1987,Colonial SOCIMI SA,COL.MC,financial,minor,positive
1988,IAG,IAG.MC,demand,minor,negative
1988,Meliá Hotels,MEL.MC,demand,minor,negative
1988,Amadeus,AMS.MC,demand,minor,negative
1988,Aena,AENA.MC,demand,minor,negative
1989,Grifols,GRF.MC,supply,minor,negative
1990,Colonial,COL.MC,financial,minor,positive
1991,Banco Santander SA,SAN.MC,financial,minor,positive
1992,Endesa,ELE.MC,policy,minor,negative
1993,Iberdrola,IBE.MC,policy,minor,negative
1994,Colonial,COL.MC,financial,minor,positive
1995,BBVA,BBVA.MC,policy,minor,positive
1996,Endesa SA,ELE.MC,policy,minor,negative
1996,Naturgy Energy Group SA,NTGY.MC,policy,minor,negative
1996,Iberdrola SA,IBE.MC,policy,minor,negative
1997,Bankinter,BKT.MC,financial,minor,negative
1998,Acciona S.A.,ANA.MC,financial,minor,positive
1999,CaixaBank SA (CABK.MC),CABK.MC,financial,major,negative
2000,CaixaBank SA,CABK.MC,supply,major,negative
2001,International Airlines Group,IAG.MC,demand,minor,positive
2002,Ferrovial SA,FER.MC,demand,minor,positive
2003,ACS,ACS.MC,financial,minor,negative
2004,Aena,AENA.MC,financial,minor,negative
2005,Cellnex,CLNX.MC,financial,minor,positive
2006,BBVA,BBVA.MC,financial,minor,positive
2007,PharmaMar,PHM.MC,financial,minor,negative
2008,Grifols,GRF.MC,financial,minor,negative
2009,Red Eléctrica Corp. SA,REE.MC,financial,major,positive
2010,Acciona,ANA.MC,demand,minor,positive
2011,CaixaBank SA,CABK.MC,supply,minor,negative
2012,Acciona S.A.,ANA.MC,policy,minor,positive
2012,Repsol S.A.,REP.MC,policy,minor,positive
2013,BBVA,BBVA.MC,financial,major,negative
2014,Banco de Sabadell SA,SAB.MC,financial,minor,positive
2015,Meliá Hotels International S.A.,MEL.MC,financial,minor,positive
2015,Bankinter S.A.,BKT.MC,financial,minor,positive
2016,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,supply,major,negative
2017,Inditex,ITX.MC,demand,major,positive
2018,Banco Santander SA,SAN.MC,financial,minor,positive
2019,Inditex,ITX.MC,demand,major,positive
2020,Inditex,ITX.MC,demand,minor,positive
2021,Inditex,ITX.MC,financial,minor,negative
2022,BBVA,BBVA.MC,financial,minor,positive
2023,Inditex,ITX.MC,demand,major,positive
2024,BBVA,BBVA.MC,financial,minor,negative
2025,BBVA,BBVA.MC,financial,major,negative
2026,Aena,AENA.MC,demand,minor,positive
2027,BBVA,BBVA.MC,financial,minor,negative
2028,Iberdrola,IBE.MC,policy,minor,negative
2029,Inditex,ITX.MC,demand,minor,positive
2030,IAG,IAG.MC,demand,minor,positive
2031,Acciona,ANA.MC,policy,minor,negative
2032,Iberdrola,IBE.MC,financial,minor,positive
2033,ACS,ACS.MC,financial,minor,positive
2034,Telefónica,TEF.MC,demand,minor,positive
2035,Inditex,ITX.MC,demand,minor,positive
2036,Solaria,SLR.MC,financial,minor,positive
2037,Inditex,ITX.MC,demand,minor,positive
2038,Grifols,GRF.MC,supply,minor,positive
2039,Actividades de Construcción y Servicios SA,ACS.MC,financial,minor,positive
2040,Melià,MEL.MC,demand,minor,positive
2041,Enagás,ENG.MC,financial,minor,negative
2042,Naturgy Energy Group SA,NTGY.MC,supply,minor,positive
2043,Santander,SAN.MC,financial,major,negative
2044,Grifols,GRF.MC,financial,minor,positive
2045,Grifols,GRF.MC,demand,minor,positive
2046,Aena SME SA,AENA.MC,demand,major,negative
2047,Telefónica SA,TEF.MC,technology,minor,positive
2048,Colonial SOCIMI S.A.,COL.MC,financial,minor,negative
2049,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,positive
2050,Acciona Energía,ANA.MC,demand,minor,positive
2051,Iberdrola S.A.,IBE.MC,policy,minor,negative
2051,Endesa S.A.,ELE.MC,policy,minor,negative
2052,Inmobiliaria Colonial SOCIMI S.A.,COL.MC,financial,minor,positive
2053,Cellnex,CLNX.MC,financial,minor,positive
2054,Indra Sistemas SA,IDR.MC,financial,major,positive
2054,Telefonica SA,TEF.MC,financial,major,positive
2055,Red Eléctrica Corp. S.A.,REE.MC,policy,minor,positive
2056,Naturgy Energy Group SA,NTGY.MC,demand,minor,positive
