publ_datetime,articles,tickers
2020-06-30 21:40:08.065,"Siemens Gamesa cerrará planta en Navarra, con 239 empleados.  Siemens Gamesa Renewable Energy SA (SGRE.MC) anunció el martes que cerrará su planta de energía eólica de Aoiz, Navarra, donde trabajan 239 empleados, por ""sus altos costes y su localización geográfica, a más de 200 kilómetros del puerto más cercano"", que, según la empresa, ""hacen inviable su competitividad para la exportación"".

En un comunicado a la Comisión Nacional del Mercado de Valores, Siemens Gamesa informó de ""su intención de iniciar un procedimiento de despido colectivo para proceder a la extinción del centro de trabajo/fábrica en Aoiz"".. La compañía argumentó que esta fábrica está especializada en modelos de aerogeneradores pequeños, principalmente para el mercado doméstico, mientras que su intención es centrarse en la siguiente generación, de mayor tamaño y potencia, para ""operar con éxito en un entorno de mercado de fuerte competencia y presión sobre márgenes, agravado por la disrupción del Covid-19"".

""Navarra continúa siendo uno de los principales centros de ingeniería para el desarrollo y validación de aerogeneradores terrestres de Siemens Gamesa"", añadió la compañía, que explicó en un comunicado de prensa que la nueva generación de turbinas terrestres, con rotores de hasta 170 metros, será ""clave para incrementar la competitividad"" de este negocio y ""garantizar el éxito de la compañía"".

Esos grandes modelos suponen ya cerca de la mitad de la demanda de turbinas y serán fundamentales para aumentar la rentabilidad y garantizar la continua reducción del coste de la energía eólica.

Según explicó, la planta de Aoiz no es ""competitiva"" para producir las enormes palas de la nueva generación de aerogeneradores, ya que está especializada en el modelo SG 3.4-132, con un rotor de 132 metros, principalmente para el mercado doméstico.

Por todo ello, la compañía pondrá en marcha un Expediente de Regulación de Empleo para un máximo de 239 personas --toda la plantilla de la fábrica--. Las negociaciones con los representantes de los trabajadores comenzarán previsiblemente en los ""próximos días"".

""Hemos tomado una decisión muy difícil y somos plenamente conscientes de su impacto en nuestros trabajadores y su comunidad local. Haremos todo lo que esté a nuestro alcance para ayudar a las personas afectadas"", afirmó Alfonso Faubel, consejero delegado del negocio de eólica terrestre de Siemens Gamesa, en el citado comunicado.

Añadió que tras analizar durante los últimos meses todas las opciones posibles, la empresa ha llegado a la conclusión de que ""no hay otra alternativa posible"".

""En las circunstancias actuales, tenemos la obligación de tomar las medidas necesarias para garantizar la viabilidad a largo plazo de esta compañía, así como el empleo de las más de 24.000 personas que trabajan con nosotros en todo el mundo, incluidas cerca de 5.000 en España"", justificó.

Aunque Siemens Gamesa aseguró que esta decisión no está directamente relacionada con la crisis del Covid-19, defendió que los efectos de la pandemia en las operaciones y la actividad comercial de la compañía han acentuado la ""necesidad de actuar"".

En este sentido, recordó que registró un impacto directo de EUR56 millones en su rentabilidad durante el último trimestre.

Siemens Gamesa cuenta en la comunidad foral con su centro mundial de ingeniería para el desarrollo y validación de tecnologías de eólica terrestre y tiene previsto instalar y probar en la sierra de Alaiz, Navarra, el prototipo de su última generación de turbinas.

""España seguirá siendo el país donde tenemos una mayor presencia industrial. Además, estamos reforzando las actividades vinculadas a la I+D, menos expuestas a los vaivenes del mercado, y en los últimos dos años hemos incorporado a 450 personas en Navarra y el País Vasco"", afirmó la empresa, que en 2019 realizó compras a proveedores españoles por cerca de EUR1.200 millones. 


 
 
 
 ",['SGRE.MC']
2020-07-01 07:16:11.969,"Siemens Gamesa recibe pedido para suministrar 66 turbinas a parque eólico en EEUU.  Siemens Gamesa Renewable Energy SA (SGRE.MC) anunció el martes que ha recibido un pedido firme para suministrar 66 aerogeneradores SG 5.0-145 para un parque eólico en Texas, Estados Unidos, con una capacidad total de 330 MW.

Está previsto que este proyecto esté operativo para otoño de 2021, señaló la compañía en un comunicado enviado a la Comisión del Mercado de Valores.. La acción de Siemens Gamesa cerró el martes en EUR15,78.

",['SGRE.MC']
2020-07-01 10:30:21.136,"Iberdrola baja condiciones de opa para ""asegurar compra"" de Ingifen.  La rebaja de las condiciones de la oferta pública de adquisición de Iberdrola (IBE.MC) por la empresa de renovables Infigen Energy (IFN.AU) es un nuevo paso ""para asegurarse la compra"" de la australiana, señala Bankinter en un comentario de mercado. El banco indica que el objetivo de la eléctrica española es ""hacer su oferta más atractiva y facilitar la operación"", que compite con la oferta rival de UAC Energy por Infigen. Bankinter recomienda comprar Iberdrola y le asigna un precio objetivo de EUR11 por acción. La acción sube un 0,6% a EUR10,38. 

",['IBE.MC']
2020-07-01 10:54:23.136,"Aena retomará dividendos antes que sus rivales -JPMorgan.  JPMorgan prevé que Aena (AENA.MC) retome su política de dividendos antes que sus competidores debido a su perfil financiero más sólido, después que el gestor de aeropuertos español haya cancelado la remuneración a los accionistas a cuenta de 2019 para preservar la liquidez tras el impacto de la pandemia del coronavirus. El banco señala que este anuncio no fue una sorpresa y recuerda que la decisión de retomar el dividendo ""sigue en manos del Gobierno, que controla un 51% de Aena"". Respecto a la acción, JPMorgan destaca que ha sido la más resistente entre sus rivales, lo que considera ""justo, debido al sólido balance del grupo"" y a la expectativa de que ""la red española de tráfico aéreo será una de las primeras en recuperarse debido a su alta exposición al viaje europeo y de ocio"". El banco tiene recomendación neutral para el valor, al que asigna un precio objetivo de EUR136. Las acciones de Aena suben un 1,1% a EUR120. 

",['AENA.MC']
2020-07-01 11:18:19.170,"Aena podría haber mantenido al menos parte del dividendo -Sabadell.  Sabadell considera que, pese a que es favorable que Aena (AENA.MC) tome una posición de extrema cautela, podría haber hecho frente al menos a parte del pago del dividendo ""sin comprometer la situación financiera"", gracias a los niveles actuales de liquidez. El gestor aeroportuario contaba con un endeudamiento razonable al cierre de 2019 y con la posición de liquidez actual ""Aena podría mantener la operativa y hacer frente a los compromisos financieros hasta 2022 (...) incluso en un entorno de fuerte contracción del tráfico"", explica el banco. Sabadell cree que la cancelación del dividendo es una ""noticia negativa"", puesto que es ""uno de los elementos clave para estas inversiones"". Mantiene su recomendación de comprar y un precio objetivo de EUR148. Las acciones de Aena suben un 1,2% a EUR120,1. 

",['AENA.MC']
2020-07-01 11:21:23.840,"Cierre de planta de Siemens Gamesa ""no sorprende"" -Sabadell.  El anuncio de Siemens Gamesa (SGRE.MC) de su decisión de cerrar su planta de Aoiz, en Navarra, donde realizará un Expediente de Regulación de Empleo para 239 empleados, ""no sorprende"" a Sabadell. ""La importancia relativa de la planta es limitada"", indican los analistas del banco en un comentario. Sabadell señala que los trabajadores de esta planta de fabricación de turbinas terrestres suponen alrededor de un 1% de la plantilla global de la empresa. ""En cualquier caso, valoramos positivamente que la compañía esté enfocada en incrementar la competitividad"" en un negocio terrestre que ""ahora mismo está en pérdidas operativas"", comenta el banco. Sabadell recomienda vender y otorga un precio objetivo de EUR12,54. La acción baja un 1% a EUR15,52. 

",['SGRE.MC']
2020-07-01 15:27:15.013,"CaixaBank coloca EUR1.000m en un bono social por el Covid-19 -Fuentes.  CaixaBank S.A. (CABK.MC) ha cerrado una colocación de EUR1.000 millones en un bono social a seis años por el Covid-19, según aseguraron a EFE fuentes financieras.

Estas fuentes precisaron que la colocación ha registrado una demanda tres veces superior, en torno a los EUR3.000 millones.. Aunque la deuda emitida vence a los seis años, CaixaBank tiene la potestad de amortizarla a los cinco años.

Este bono social servirá para financiar a pequeñas y medianas empresas afectadas especialmente por la crisis provocada por esta pandemia.

",['CABK.MC']
2020-07-02 07:28:42.361,"Amadeus logra un préstamo de EUR200m del Banco Europeo de Inversiones.  El Banco Europeo de Inversiones concedió a Amadeus IT Group S.A. (AMS.MC) un préstamo senior de EUR200 millones, sin ""covenants"" financieros --cláusulas para garantizar al prestamista el retorno del crédito--, comunicó este miércoles la compañía a la Comisión Nacional del Mercado de Valores.

El préstamo tiene un plazo de vencimiento de entre cuatro y siete años desde la fecha de disposición del principal, si se repaga de una sola vez, y hasta 12 años, si se repaga con carácter periódico, a elección de Amadeus.. El principal del préstamo se utilizará para la financiación de las actividades de investigación y desarrollo para una variedad de nuevas soluciones tecnologías para aerolíneas, aeropuertos, agencias de viaje y ferrocarriles, a llevar a cabo por Amadeus entre 2020 y 2021.

Este préstamo del BEI se puede disponer en dos tramos máximo a un tipo de interés fijo o variable, a elección de la compañía, que se fijará en el momento del desembolso de cada uno de los mismos.

El proveedor tecnológico para el sector turístico sufrió un recorte del 60,5% en el beneficio del primer trimestre de 2020, que quedó en EUR117,8 millones, debido al Covid-19.

",['AMS.MC']
2020-07-02 09:42:35.553,"Aena verá mayor rebote del tráfico aéreo que sus rivales -Berenberg.  El rebote del tráfico de Aena (AENA.MC) probablemente será mayor que el de sus rivales en los próximos meses, señala Berenberg en una nota de análisis del sector, en la que destaca que su favorito es el gestor aeroportuario español. ""Creemos que en los próximos 18 meses el tráfico de Aena debería ser más resiliente que el de sus rivales y rebotar más rápido"", indica el banco alemán. Aena tiene la menor exposición al tráfico aéreo de negocios y una alta proporción de vuelos nacionales, ""lo que debería ayudar a protegerla de las latentes restricciones de viajes mientras se levantan los confinamientos"", comenta. Los analistas de Berenberg consideran que Aena debería ser una de las empresas de aeropuertos más fuerte durante la crisis del Covid-19, y cita su bajo apalancamiento, las inversiones comprometidas, una buena liquidez y un sólido control de costes..  Berenberg mantiene la recomendación de comprar sobre Aena, pero reduce su precio objetivo a EUR175 desde EUR180. La acción sube un 3,7% a EUR125,50.

",['AENA.MC']
2020-07-02 11:08:11.461,"Recuperación Ebitda Telefónica ""parece complicada"" -Credit Suisse.  Credit Suisse baja la recomendación de Telefónica (TEF.MC) a neutral desde superior al mercado ya que considera que la recuperación del Ebitda del grupo ""parece complicada"". El banco suizo cree que ""la perspectiva a largo plazo del Ebitda de Telefónica ha cambiado con el Covid-19 y muchos de los catalizadores de fusiones y adquisiciones ya están recogidos en el precio"" de la acción. El banco opina que Telefónica está peor posicionada que sus principales competidores, por su menor exposición a la telefonía fija, por el hecho de que ya se ha beneficiado de la fibra y porque le queda menos infraestructura para monetizar que a sus rivales. En consecuencia, Credit Suisse baja sus estimaciones de Ebitda para 2020-2022 un 7% y el precio objetivo de la operadora de telecomunicaciones española a EUR5,10 desde EUR7,82. La acción sube un 0,3% a EUR4,24. 

",['TEF.MC']
